A0,A1,A2,A3,A4,Val,Target
0.79872524408296,0.20127467464958365,0.0,0.0,0.0,10398.099609,10380.769531
0.8023272006541301,0.1976727018664911,0.0,0.0,0.0,10380.769531,10529.759766
0.7713603507096041,0.228639600654629,0.0,0.0,0.0,10529.759766,10541.040039
0.7690158573384095,0.23098415076755133,0.0,0.0,0.0,10541.040039,10510.679688
0.7753260363055605,0.22467389884675043,0.0,0.0,0.0,10510.679688,10512.799805
0.7748854045726767,0.22511455489751794,0.0,0.0,0.0,10512.799805,10589.759766
0.7588896412883572,0.24111031007587583,0.0,0.0,0.0,10589.759766,10499.040039
0.7777453539332824,0.22225465417267853,0.0,0.0,0.0,10499.040039,10502.860352
0.776951385433463,0.2230486877280321,0.0,0.0,0.0,10502.860352,10518.980469
0.7736009215022882,0.22639917597709053,0.0,0.0,0.0,10518.980469,10557.099609
0.7656778641166558,0.2343220546158878,0.0,0.0,0.0,10557.099609,10437.30957
0.7905756354761754,0.20942427515040707,0.0,0.0,0.0,10437.30957,10274.519531
0.8244107485875881,0.17558915393303315,0.0,0.0,0.0,10274.519531,10345.110352
0.8097389589534911,0.19026111420800393,0.0,0.0,0.0,10345.110352,10464.419922
0.7849409532693419,0.21505903051873565,0.0,0.0,0.0,10464.419922,10401.900391
0.7979354324862812,0.20206464878117508,0.0,0.0,0.0,10401.900391,10478.660156
0.7819812382333661,0.21801879419047848,0.0,0.0,0.0,10478.660156,10360.339844
0.8065734772120647,0.19342649036409074,0.0,0.0,0.0,10360.339844,10237.919922
0.8320178813345488,0.16798210245352882,0.0,0.0,0.0,10237.919922,10274.5
0.8244149054907286,0.1755850945092714,0.0,0.0,0.0,10274.5,10457.360352
0.7864083400779085,0.21359173308358656,0.0,0.0,0.0,10457.360352,10431.360352
0.7918123141604488,0.20818775900104627,0.0,0.0,0.0,10431.360352,10543.519531
0.7685004013489981,0.23149950117162316,0.0,0.0,0.0,10543.519531,10592.040039
0.7584157543303497,0.24158425377561113,0.0,0.0,0.0,10592.040039,10635.980469
0.7492830381308568,0.2507170593485219,0.0,0.0,0.0,10635.980469,10617.830078
0.7530554277307839,0.24694458848113848,0.0,0.0,0.0,10617.830078,10605.650391
0.7555869817432972,0.24441309952415916,0.0,0.0,0.0,10605.650391,10725.540039
0.7306684258680755,0.26933158223788534,0.0,0.0,0.0,10725.540039,10746.669922
0.7262766577002265,0.273723326087851,0.0,0.0,0.0,10746.669922,10808.290039
0.7134692391246059,0.286530768981355,0.0,0.0,0.0,10808.290039,10836.639648
0.7075768289230671,0.29242309791543786,0.0,0.0,0.0,10836.639648,10842.799805
0.7062965027558191,0.2937034567143756,0.0,0.0,0.0,10842.799805,10857.530273
0.7032349435929027,0.2967651131488251,0.0,0.0,0.0,10857.530273,10664.700195
0.7433137252212199,0.25668631530858554,0.0,0.0,0.0,10664.700195,10579.099609
0.7611052706621987,0.23889464807034497,0.0,0.0,0.0,10579.099609,10452.709961
0.7873748200580555,0.2126251718359837,0.0,0.0,0.0,10452.709961,10526.759766
0.7719838861806664,0.22801606518356665,0.0,0.0,0.0,10526.759766,10624.089844
0.7517543170478338,0.24824565052832165,0.0,0.0,0.0,10624.089844,10754.030273
0.7247469173445534,0.27525313939717433,0.0,0.0,0.0,10754.030273,10492.379883
0.7791296026790411,0.22087037300307566,0.0,0.0,0.0,10492.379883,10586.019531
0.7596669821756149,0.24033292034500636,0.0,0.0,0.0,10586.019531,10693.660156
0.7372945294738982,0.2627055029499463,0.0,0.0,0.0,10693.660156,10505.019531
0.7765024398942981,0.2234974626263231,0.0,0.0,0.0,10505.019531,10525.19043
0.772310203077189,0.22768988629622855,0.0,0.0,0.0,10525.19043,10589.5
0.7589436810291826,0.24105631897081733,0.0,0.0,0.0,10589.5,10434.379883
0.7911846217862464,0.20881535389587036,0.0,0.0,0.0,10434.379883,10254.429688
0.8285863577921356,0.17141357736017537,0.0,0.0,0.0,10254.429688,9620.490234
0.9603477166338894,0.039652332001877504,0.0,0.0,0.0,9620.490234,8605.150391
0.6046601030923384,0.0,0.0,0.0,0.0,8605.150391,9093.719727
0.8389069426471555,0.0,0.0,0.0,0.0,9093.719727,8962.669922
0.7760745043757427,0.0,0.0,0.0,0.0,8962.669922,9206.75
0.8930998325264913,0.0,0.0,0.0,0.0,9206.75,9608.320313
0.9628771921948324,0.03712287286070188,0.0,0.0,0.0,9608.320313,9449.469727
0.9958933953875835,0.0041065478706887515,0.0,0.0,0.0,9449.469727,9435.009766
0.9988988363581037,0.0011011150061292876,0.0,0.0,0.0,9435.009766,9536.129883
0.9778815340801627,0.022118441601954086,0.0,0.0,0.0,9536.129883,9478.530273
0.9898534151245593,0.0101466416171685,0.0,0.0,0.0,9478.530273,9459.080078
0.9938960034286136,0.006104012783308813,0.0,0.0,0.0,9459.080078,9708.790039
0.9419949892689543,0.05800501883700657,0.0,0.0,0.0,9708.790039,9755.099609
0.932369680047322,0.06763023868522167,0.0,0.0,0.0,9755.099609,9708.389648
0.9420781273317629,0.05792179950674202,0.0,0.0,0.0,9708.389648,9718.889648
0.9398957531830447,0.06010417365546022,0.0,0.0,0.0,9718.889648,9615.549805
0.9613744717095722,0.03862548776062244,0.0,0.0,0.0,9615.549805,9584.370117
