A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,Val,Target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9442.950195,9449.459961
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9449.459961,9467.150391
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9467.150391,9514.44043
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9514.44043,9448.209961
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9448.209961,9547.790039
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9547.790039,9574.320313
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9574.320313,9411.280273
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9411.280273,9351.400391
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9351.400391,9354.320313
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9354.320313,9459.660156
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9459.660156,9629.429688
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9629.429688,9596.740234
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9596.740234,9678.709961
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9678.709961,9578.30957
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9578.30957,9648.980469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9648.980469,9797.259766
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9797.259766,9816.089844
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9816.089844,9868.070313
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9868.070313,9965.089844
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9965.089844,9972.459961
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9972.459961,10082.480469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10082.480469,10071.139648
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10071.139648,10137.730469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10137.730469,10069.530273
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10069.530273,9925.919922
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9925.919922,9963.139648
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9963.139648,9936.120117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9936.120117,9974.469727
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9974.469727,9889.719727
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9889.719727,10005.900391
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10005.900391,10010.389648
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10010.389648,10132.110352
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10132.110352,10050.009766
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10050.009766,10097.719727
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10097.719727,10047.19043
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10047.19043,9901.349609
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9901.349609,9833.030273
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9833.030273,9965.009766
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9965.009766,9844.589844
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9844.589844,9637.139648
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9637.139648,9659.179688
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9659.179688,9299.879883
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9299.879883,9097.55957
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9097.55957,8944.480469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8944.480469,9038.740234
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9038.740234,8981.94043
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8981.94043,8963.719727
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8963.719727,9086.410156
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9086.410156,9107.429688
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9107.429688,9057.259766
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9057.259766,8943.759766
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8943.759766,8719.240234
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8719.240234,8628.129883
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8628.129883,8733.009766
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8733.009766,8639.610352
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8639.610352,8772.360352
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8772.360352,8797.780273
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8797.780273,8851.349609
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8851.349609,8953.900391
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8953.900391,8955.200195
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8955.200195,9060.799805
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9060.799805,8950.740234
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8950.740234,8784.459961
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8784.459961,8590.570313
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8590.570313,8763.410156
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8763.410156,8793.120117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8793.120117,8737.660156
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8737.660156,8535.669922
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8535.669922,8616.549805
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8616.549805,8518.570313
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8518.570313,8668.860352
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8668.860352,8864.160156
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8864.160156,8721.240234
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8721.240234,8741.160156
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8741.160156,8560.259766
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8560.259766,8374.129883
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8374.129883,8609.950195
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8609.950195,8615.650391
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8615.650391,8701.230469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8701.230469,8700.290039
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8700.290039,8545.480469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8545.480469,8456.120117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8456.120117,8382.980469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8382.980469,8522.019531
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8522.019531,8605.620117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8605.620117,8773.679688
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8773.679688,8738.900391
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8738.900391,8823.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8823.25,8747.959961
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8747.959961,8879.599609
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8879.599609,8741.910156
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8741.910156,8772.540039
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8772.540039,8682.150391
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8682.150391,8678.889648
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8678.889648,8843.980469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8843.980469,8762.30957
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8762.30957,8748.469727
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8748.469727,8926.540039
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8926.540039,9050.469727
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9050.469727,8988.389648
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8988.389648,8835.519531
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8835.519531,8640.419922
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640.419922,8801.400391
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8801.400391,8767.089844
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8767.089844,8655.509766
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8655.509766,8755.44043
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8755.44043,8500.799805
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8500.799805,8514.469727
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8514.469727,8603.700195
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.700195,8541.929688
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8541.929688,8463.160156
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8463.160156,8479.629883
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8479.629883,8374.910156
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8374.910156,8348.269531
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8348.269531,8314.740234
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8314.740234,8165.180176
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8165.180176,8160.009766
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8160.009766,8287.490234
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8287.490234,8477.820313
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8477.820313,8434.610352
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8434.610352,8597.379883
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8597.379883,8643.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8643.75,8695.980469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8695.980469,8575.160156
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8575.160156,8722.169922
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8722.169922,8664.580078
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8664.580078,8536.459961
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8536.459961,8653.820313
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8653.820313,8552.80957
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8552.80957,8519.129883
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8519.129883,8377.370117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8377.370117,8401.719727
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8401.719727,8296.120117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8296.120117,8336.480469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8336.480469,8459.980469
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8459.980469,8395.160156
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8395.160156,8479.339844
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8479.339844,8440.55957
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8440.55957,8423.620117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8423.620117,8398.889648
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8398.889648,8455.349609
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8455.349609,8560.110352
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8560.110352,8488.709961
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8488.709961,8390.349609
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8390.349609,8422.259766
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8422.259766,8447.879883
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8447.879883,8385.589844
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8385.589844,8500.019531
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8500.019531,8378.360352
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8378.360352,8466.400391
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8466.400391,8550.580078
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8550.580078,8639.679688
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8639.679688,8766.360352
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8766.360352,8765.900391
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8765.900391,8785.330078
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8785.330078,8883.69043
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8883.69043,8849.469727
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8849.469727,8841.219727
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8841.219727,8793.049805
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8793.049805,8802.509766
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8802.509766,8809.790039
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8809.790039,8876.820313
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8876.820313,8831.929688
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8831.929688,8929.200195
