A0,A1,A2,A3,A4,A5,A6,A7,A8,Val,Target
0.17089299081049172,0.8291067601012925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10398.099609,10380.769531
0.1819331411552973,0.8180665600662539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10380.769531,10529.759766
0.08701842679450178,0.9129814241348004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10529.759766,10541.040039
0.07983245472933072,0.9201675701157846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10541.040039,10510.679688
0.09917342209622657,0.9008263791428439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10510.679688,10512.799805
0.09782286706270223,0.9021770087117177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10512.799805,10589.759766
0.04879517112870046,0.9512046798006019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10589.759766,10499.040039
0.10658873369539165,0.8934112911497237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10499.040039,10502.860352
0.10415518641800248,0.8958450378250968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10502.860352,10518.980469
0.0938858717291245,0.9061144270493243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10518.980469,10557.099609
0.06960136329611823,0.930398387615666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10557.099609,10437.30957
0.14591409323289112,0.8540856328337766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10437.30957,10274.519531
0.24962015639682048,0.7503795448247307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10274.519531,10345.110352
0.20465049610600514,0.7953497281370943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10345.110352,10464.419922
0.12864355221455953,0.8713563980952075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10464.419922,10401.900391
0.16847218461832478,0.831528064469891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10401.900391,10478.660156
0.1195718995365428,0.880428199843922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10478.660156,10360.339844
0.19494815970950283,0.8050517409100324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10360.339844,10237.919922
0.27293634235295955,0.7270636079568075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10237.919922,10274.5
0.2496328974820427,0.7503671025179574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10274.5,10457.360352
0.13314115529790183,0.8668590689451975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10457.360352,10431.360352
0.14970456608641572,0.8502956581566836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10431.360352,10543.519531
0.0782525601618112,0.92174714105974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10543.519531,10592.040039
0.047342687413399594,0.9526573374317158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10592.040039,10635.980469
0.019350523180811922,0.9806497755976369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10635.980469,10617.830078
0.03091305801971659,0.9690869916705164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10617.830078,10605.650391
0.03867237891987445,0.9613278701683414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10605.650391,10725.540039
0.0,0.9851076084432069,0.014892401370145306,0.0,0.0,0.0,0.0,0.0,0.0,10725.540039,10746.669922
0.0,0.9797907843561068,0.020209196017187854,0.0,0.0,0.0,0.0,0.0,0.0,10746.669922,10808.290039
0.0,0.9642856873259542,0.03571432248739801,0.0,0.0,0.0,0.0,0.0,0.0,10808.290039,10836.639648
0.0,0.9571521348948474,0.0428477765333554,0.0,0.0,0.0,0.0,0.0,0.0,10836.639648,10842.799805
0.0,0.955602128440681,0.044397822492556575,0.0,0.0,0.0,0.0,0.0,0.0,10842.799805,10857.530273
0.0,0.9518957006695975,0.04810436802387029,0.0,0.0,0.0,0.0,0.0,0.0,10857.530273,10664.700195
0.0010543248021142784,0.9989457994234658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10664.700195,10579.099609
0.05558616955199107,0.9444135813597931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10579.099609,10452.709961
0.13610345761200235,0.8638965175428823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10452.709961,10526.759766
0.08892958957779185,0.9110702613515104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10526.759766,10624.089844
0.02692509834525118,0.973074802274284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10624.089844,10754.030273
0.0,0.977938828592687,0.022061240100780803,0.0,0.0,0.0,0.0,0.0,0.0,10754.030273,10492.379883
0.11083151507429666,0.8891684103903551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10492.379883,10586.019531
0.05117775406520193,0.9488219471563493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10586.019531,10693.660156
0.0,0.9931293950923675,0.00687064416104274,0.0,0.0,0.0,0.0,0.0,0.0,10693.660156,10505.019531
0.10277914921403372,0.8972205520075175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10505.019531,10525.19043
0.08992976476771347,0.9100705091656188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10525.19043,10589.5
0.04896080523658574,0.9510391947634143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10589.5,10434.379883
0.14778066221790462,0.8522192632467471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10434.379883,10254.429688
0.26241857650225303,0.7375812247368174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10254.429688,9620.490234
0.6662727547818883,0.3337273942888095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9620.490234,8605.150391
0.7195745064106842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8605.150391,9093.719727
0.9983394738508785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9093.719727,8962.669922
0.9235658605026414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8962.669922,9206.75
0.9298475847680321,0.07015241523196787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9206.75,9608.320313
0.674025705139435,0.325974494258549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9608.320313,9449.469727
0.7752217745146442,0.2247780515695427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9449.469727,9435.009766
0.7844335791301018,0.21556627179920046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9435.009766,9536.129883
0.7200146522480053,0.2799852732166464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9536.129883,9478.530273
0.7567089776871736,0.24329119622863943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9478.530273,9459.080078
0.7690996830655047,0.23090036662472826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9459.080078,9708.790039
0.61002086352705,0.38997916131806537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9708.790039,9755.099609
0.5805188806956626,0.41948087021612157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9755.099609,9708.389648
0.6102756852314896,0.3897240905254111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9708.389648,9718.889648
0.6035866154899743,0.39641316026692636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9718.889648,9615.549805
0.6694198028317062,0.3305800729427137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9615.549805,9584.370117
0.6892831546927,0.31071691984264826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9584.370117,9590.929688
0.6851040787399061,0.3148957224991644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9590.929688,9768.080078
0.5722499163866279,0.4277501333036051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9768.080078,9719.700195
0.6030706015384851,0.3969295226870949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9719.700195,9555.259766
0.707827804233225,0.29217204669607727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9555.259766,9641.179688
0.6530921021197974,0.346907699119273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9641.179688,9653.919922
0.6449760308334258,0.35502391947634127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9653.919922,9591.519531
0.6847282167258589,0.3152714844956923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9591.519531,9556.650391
0.7069422988103009,0.29305795027791487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9556.650391,9441.030273
0.7805985124782995,0.2194016614375136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9441.030273,9606.820313
0.67498128653108,0.325018912866904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9606.820313,9685.769531
0.624685852617496,0.3753138486040552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9685.769531,9682.209961
0.626953765787001,0.37304620936788363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9682.209961,9671.959961
0.6334835719632421,0.3665164031916426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9671.959961,9558.69043
0.7056427081176632,0.29435756581566913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9558.69043,9691.839844
0.6208189332526393,0.37918096736689594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9691.839844,9849.740234
0.5202280654254724,0.4797720836452254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9849.740234,10004.200195
0.4218286642564772,0.5781714599691029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10004.200195,9859.200195
0.5142015321154971,0.485798592110083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9859.200195,9794.379883
0.5554953893197854,0.4445045361448663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9794.379883,9818.759766
0.5399640064342475,0.46003584449505475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9818.759766,9864.259766
0.5109780375543481,0.4890218133749541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9864.259766,9716.650391
0.6050136170348308,0.3949866320533851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9716.650391,9648.769531
0.6482568602780735,0.35174284094347774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9648.769531,9558.299805
0.7058911592794916,0.29410871649492826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9558.299805,9567.019531
0.7003360461227278,0.2996636550988234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9567.019531,9662.080078
0.6397776680628768,0.3602223816273561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9662.080078,9620.820313
0.6660625268757264,0.33393767252225764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9620.820313,9607.080078
0.6748156524231947,0.3251843972670382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9607.080078,9460.629883
0.7681122489608053,0.23188767650384642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9460.629883,9477.169922
0.7575753714822655,0.24242457882750154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9477.169922,9422.879883
0.7921610473172053,0.20783887814744642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9422.879883,9562.049805
0.703502205800379,0.2964976699740408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9562.049805,9521.94043
0.7290544522129665,0.27094582172036585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9521.94043,9504.969727
0.739865263023778,0.26013456306040894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9504.969727,9693.730469
0.6196149006991669,0.3803853980792819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9693.730469,9719.610352
0.6031279364219839,0.3968722878211154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9719.610352,9555.040039
0.7079679561706659,0.2920320686744495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9555.040039,9492.209961
