A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,Val,Target
0.14365250889704592,0.8563472427098859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10398.099609,10380.769531
0.15466184873052724,0.8453378533248457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10380.769531,10529.759766
0.06001201942929331,0.9399878319160309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10529.759766,10541.040039
0.05284610175348969,0.9471539230222886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10541.040039,10510.679688
0.07213309294474762,0.9278667088490187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10510.679688,10512.799805
0.07078630699858668,0.9292135691225182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10512.799805,10589.759766
0.02189543604736134,0.9781044152979629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10589.759766,10499.040039
0.07952771012084206,0.9204723146549363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10499.040039,10502.860352
0.07710095431219258,0.922899269305096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10502.860352,10518.980469
0.0668602989102475,0.9331399990343796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10518.980469,10557.099609
0.042643562934926216,0.9573561886720057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10557.099609,10437.30957
0.11874332165695395,0.8812564051741985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10437.30957,10274.519531
0.22215996513603176,0.7778397369193412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10274.519531,10345.110352
0.1773158047871887,0.8226844188300999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10345.110352,10464.419922
0.10152097873221731,0.8984789717162237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10464.419922,10401.900391
0.1412384586161907,0.8587617897768774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10401.900391,10478.660156
0.0924746429429056,0.9075254561602112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10478.660156,10360.339844
0.16764054537207526,0.8323593555248079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10360.339844,10237.919922
0.2454110809990105,0.7545888694494305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10237.919922,10274.5
0.222172670663826,0.7778273293361739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10274.5,10457.360352
0.10600603004349099,0.8939941935737976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10457.360352,10431.360352
0.1225232161756615,0.8774770074416272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10431.360352,10543.519531
0.051270616307036776,0.9487290857483361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10543.519531,10592.040039
0.02044700587884751,0.9795530188969308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10592.040039,10635.980469
0.0,0.996403302572401,0.003596840940538984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10635.980469,10617.830078
0.0040632277885143545,0.9959368217630447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10617.830078,10605.650391
0.011800894215046728,0.9881993541780214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10605.650391,10725.540039
0.0,0.9689981450417043,0.031001866892207085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10725.540039,10746.669922
0.0,0.9625324128105343,0.03746756332164174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10746.669922,10808.290039
0.0,0.9436768321155642,0.05632317981834719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10808.290039,10836.639648
0.0,0.93500179620673,0.06499809608206607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10836.639648,10842.799805
0.0,0.9331168501327116,0.06688309019772963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10842.799805,10857.530273
0.0,0.9286095034329886,0.07139058010439411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10857.530273,10664.700195
0.0,0.987615047500029,0.012385012169529749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10664.700195,10579.099609
0.02866748236155116,0.9713322692453807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10579.099609,10452.709961
0.10896006525559164,0.89103990996863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10452.709961,10526.759766
0.061917848598389905,0.9380820027469343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10526.759766,10624.089844
8.639758899931389e-05,0.9999135033078839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10624.089844,10754.030273
0.0,0.9602802694493693,0.03971981408801344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10754.030273,10492.379883
0.08375865087623757,0.9162412747964251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10492.379883,10586.019531
0.024271369744834962,0.9757283323105379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10586.019531,10693.660156
0.0,0.9787533529702285,0.021246694765418878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10693.660156,10505.019531
0.07572875731044312,0.9242709447449298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10505.019531,10525.19043
0.06291523253021694,0.9370850406386306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10525.19043,10589.5
0.022060607908683187,0.9779393920913169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10589.5,10434.379883
0.1206046814787718,0.8793952441938908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10434.379883,10254.429688
0.23492266780508209,0.7650771339886843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10254.429688,9620.490234
0.6376497822907816,0.3623503663638942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9620.490234,8605.150391
0.7391959030513464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8605.150391,9093.719727
0.9722943260924536,0.027705500477092256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9093.719727,8962.669922
0.9487497044427076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8962.669922,9206.75
0.9004890357647903,0.09951096423520968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9206.75,9608.320313
0.6453810959534169,0.35461910288809345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9608.320313,9449.469727
0.7462947504570819,0.2537050761124639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9449.469727,9435.009766
0.755480847052127,0.24451900429319717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9435.009766,9536.129883
0.6912416985257783,0.30875822714688433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9536.129883,9478.530273
0.7278336185724321,0.2721665548580221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9478.530273,9459.080078
0.7401897443520755,0.2598103051994835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9459.080078,9708.790039
0.581554877080371,0.4184451476954073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9708.790039,9755.099609
0.5521352274734168,0.447864524133515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9755.099609,9708.389648
0.5818089876362514,0.41819078874645993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9708.389648,9718.889648
0.5751385855444134,0.424861190838298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9718.889648,9615.549805
0.6407880476558944,0.3592118284652105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9615.549805,9584.370117
0.660595965486704,0.3394041088406333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9584.370117,9590.929688
0.6564285523702797,0.3435712494234866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9590.929688,9768.080078
0.5438893399351259,0.45611070961643313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9768.080078,9719.700195
0.5746240116687564,0.4253761122101387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9719.700195,9555.259766
0.6790888611908383,0.3209109901544858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9555.259766,9641.179688
0.6245059137879118,0.3754938880058546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9641.179688,9653.919922
